, opt_13b, , , , , , Geomean, , , , , 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.01564, 0.01565, 1.00000, 0.01564, 0.01565, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.39774, 0.00622, 0.00622, 0.39774, 0.00622, 0.00622, 
Dram, 0.10759, 0.00052, 0.00052, 0.50533, 0.00674, 0.00674, 
Buffer, 0.23992, 0.00012, 0.00017, 0.74525, 0.00686, 0.00692, 
Core, 0.25475, 0.00336, 0.01235, 1.00000, 0.01021, 0.01926, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.01564, 0.01565, 1.00000, 0.01564, 0.01565, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.39774, 0.00622, 0.00622, 0.39774, 0.00622, 0.00622, 
Dram, 0.10759, 0.00052, 0.00052, 0.50533, 0.00674, 0.00674, 
Buffer, 0.23992, 0.00012, 0.00017, 0.74525, 0.00686, 0.00692, 
Core, 0.25475, 0.00336, 0.01235, 1.00000, 0.01021, 0.01926, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00197, 0.00198, 1.00000, 0.00197, 0.00198, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00071, 0.00072, 0.36230, 0.00071, 0.00072, 
Dram, 0.18786, 0.00006, 0.00006, 0.55016, 0.00077, 0.00078, 
Buffer, 0.21779, 0.00008, 0.00013, 0.76794, 0.00085, 0.00091, 
Core, 0.23206, 0.00038, 0.00141, 1.00000, 0.00124, 0.00231, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00098, 0.00195, 1.00000, 0.00098, 0.00195, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00035, 0.00071, 0.36230, 0.00035, 0.00071, 
Dram, 0.18786, 0.00006, 0.00030, 0.55016, 0.00041, 0.00101, 
Buffer, 0.21779, 0.00008, 0.00016, 0.76794, 0.00049, 0.00116, 
Core, 0.23206, 0.00035, 0.00141, 1.00000, 0.00085, 0.00257, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00098, 0.00195, 1.00000, 0.00098, 0.00195, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00035, 0.00071, 0.36230, 0.00035, 0.00071, 
Dram, 0.18786, 0.00084, 0.00030, 0.55016, 0.00119, 0.00101, 
Buffer, 0.21779, 0.00014, 0.00016, 0.76794, 0.00133, 0.00116, 
Core, 0.23206, 0.00035, 0.00141, 1.00000, 0.00169, 0.00257, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.01577, 0.00195, 1.00000, 0.01577, 0.00195, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00571, 0.00071, 0.36230, 0.00571, 0.00071, 
Dram, 0.18786, 0.00006, 0.00030, 0.55016, 0.00577, 0.00101, 
Buffer, 0.21779, 0.00008, 0.00016, 0.76794, 0.00585, 0.00116, 
Core, 0.23206, 0.00080, 0.00141, 1.00000, 0.00666, 0.00257, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00098, 0.00195, 1.00000, 0.00098, 0.00195, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00035, 0.00071, 0.36230, 0.00035, 0.00071, 
Dram, 0.18786, 0.00006, 0.00030, 0.55016, 0.00041, 0.00101, 
Buffer, 0.21779, 0.00008, 0.00016, 0.76794, 0.00049, 0.00116, 
Core, 0.23206, 0.00035, 0.00141, 1.00000, 0.00085, 0.00257, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00024, 0.00049, 1.00000, 0.00024, 0.00049, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36226, 0.00009, 0.00018, 0.36226, 0.00009, 0.00018, 
Dram, 0.18768, 0.00003, 0.00007, 0.54994, 0.00012, 0.00025, 
Buffer, 0.21803, 0.00008, 0.00013, 0.76797, 0.00020, 0.00038, 
Core, 0.23203, 0.00009, 0.00035, 1.00000, 0.00029, 0.00073, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.50000, 1.00000, 1.00000, 0.50000, 1.00000, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36226, 0.18113, 0.36226, 0.36226, 0.18113, 0.36226, 
Dram, 0.18768, 0.06790, 0.14282, 0.54994, 0.24903, 0.50508, 
Buffer, 0.21803, 0.16568, 0.27360, 0.76797, 0.41471, 0.77868, 
Core, 0.23203, 0.18053, 0.71961, 1.00000, 0.59524, 1.49829, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00049, 0.00098, 1.00000, 0.00049, 0.00098, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00018, 0.00035, 0.36230, 0.00018, 0.00035, 
Dram, 0.18786, 0.00004, 0.00016, 0.55016, 0.00022, 0.00051, 
Buffer, 0.21779, 0.00008, 0.00014, 0.76794, 0.00030, 0.00065, 
Core, 0.23206, 0.00018, 0.00070, 1.00000, 0.00047, 0.00136, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00049, 0.00100, 1.00000, 0.00049, 0.00100, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00018, 0.00036, 0.36230, 0.00018, 0.00036, 
Dram, 0.18786, 0.00004, 0.00003, 0.55016, 0.00022, 0.00039, 
Buffer, 0.21779, 0.00008, 0.00013, 0.76794, 0.00030, 0.00052, 
Core, 0.23206, 0.00018, 0.00070, 1.00000, 0.00047, 0.00123, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00100, 0.00100, 1.00000, 0.00100, 0.00100, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00036, 0.00036, 0.36230, 0.00036, 0.00036, 
Dram, 0.18786, 0.00003, 0.00003, 0.55016, 0.00039, 0.00039, 
Buffer, 0.21779, 0.00008, 0.00013, 0.76794, 0.00047, 0.00052, 
Core, 0.23206, 0.00019, 0.00070, 1.00000, 0.00066, 0.00123, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00100, 0.00100, 1.00000, 0.00100, 0.00100, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00036, 0.00036, 0.36230, 0.00036, 0.00036, 
Dram, 0.18786, 0.00003, 0.00003, 0.55016, 0.00039, 0.00039, 
Buffer, 0.21779, 0.00008, 0.00013, 0.76794, 0.00047, 0.00052, 
Core, 0.23206, 0.00009, 0.00070, 1.00000, 0.00056, 0.00123, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00100, 0.00196, 1.00000, 0.00100, 0.00196, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00036, 0.00071, 0.36230, 0.00036, 0.00071, 
Dram, 0.18786, 0.00003, 0.00003, 0.55016, 0.00039, 0.00074, 
Buffer, 0.21779, 0.00008, 0.00013, 0.76794, 0.00047, 0.00088, 
Core, 0.23206, 0.00019, 0.00035, 1.00000, 0.00066, 0.00123, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00100, 0.00100, 1.00000, 0.00100, 0.00100, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00036, 0.00036, 0.36230, 0.00036, 0.00036, 
Dram, 0.18786, 0.00003, 0.00003, 0.55016, 0.00039, 0.00039, 
Buffer, 0.21779, 0.00008, 0.00013, 0.76794, 0.00047, 0.00052, 
Core, 0.23206, 0.00019, 0.00070, 1.00000, 0.00066, 0.00123, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00100, 0.00394, 1.00000, 0.00100, 0.00394, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00036, 0.00143, 0.36230, 0.00036, 0.00143, 
Dram, 0.18786, 0.00003, 0.00012, 0.55016, 0.00039, 0.00155, 
Buffer, 0.21779, 0.00008, 0.00021, 0.76794, 0.00047, 0.00176, 
Core, 0.23206, 0.00019, 0.00076, 1.00000, 0.00066, 0.00251, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00100, 0.00394, 1.00000, 0.00100, 0.00394, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00036, 0.00143, 0.36230, 0.00036, 0.00143, 
Dram, 0.18786, 0.00003, 0.00012, 0.55016, 0.00039, 0.00155, 
Buffer, 0.21779, 0.00008, 0.00021, 0.76794, 0.00047, 0.00176, 
Core, 0.23206, 0.00019, 0.00076, 1.00000, 0.00066, 0.00251, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00100, 0.00100, 1.00000, 0.00100, 0.00100, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00036, 0.00036, 0.36230, 0.00036, 0.00036, 
Dram, 0.18786, 0.00003, 0.00003, 0.55016, 0.00039, 0.00039, 
Buffer, 0.21779, 0.00008, 0.00013, 0.76794, 0.00047, 0.00052, 
Core, 0.23206, 0.00019, 0.00070, 1.00000, 0.00066, 0.00123, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00049, 0.00098, 1.00000, 0.00049, 0.00098, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00018, 0.00035, 0.36230, 0.00018, 0.00035, 
Dram, 0.18786, 0.00004, 0.00016, 0.55016, 0.00022, 0.00051, 
Buffer, 0.21779, 0.00008, 0.00014, 0.76794, 0.00030, 0.00065, 
Core, 0.23206, 0.00018, 0.00070, 1.00000, 0.00047, 0.00136, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00049, 0.00098, 1.00000, 0.00049, 0.00098, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00018, 0.00035, 0.36230, 0.00018, 0.00035, 
Dram, 0.18786, 0.00025, 0.00010, 0.55016, 0.00042, 0.00046, 
Buffer, 0.21779, 0.00010, 0.00014, 0.76794, 0.00052, 0.00060, 
Core, 0.23206, 0.00018, 0.00070, 1.00000, 0.00070, 0.00130, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00049, 0.00098, 1.00000, 0.00049, 0.00098, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00018, 0.00035, 0.36230, 0.00018, 0.00035, 
Dram, 0.18786, 0.00004, 0.00016, 0.55016, 0.00022, 0.00051, 
Buffer, 0.21779, 0.00008, 0.00014, 0.76794, 0.00030, 0.00065, 
Core, 0.23206, 0.00018, 0.00070, 1.00000, 0.00047, 0.00136, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00100, 0.00100, 1.00000, 0.00100, 0.00100, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00036, 0.00036, 0.36230, 0.00036, 0.00036, 
Dram, 0.18786, 0.00003, 0.00003, 0.55016, 0.00039, 0.00039, 
Buffer, 0.21779, 0.00008, 0.00013, 0.76794, 0.00047, 0.00052, 
Core, 0.23206, 0.00019, 0.00070, 1.00000, 0.00066, 0.00123, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00100, 0.00100, 1.00000, 0.00100, 0.00100, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00036, 0.00036, 0.36230, 0.00036, 0.00036, 
Dram, 0.18786, 0.00003, 0.00003, 0.55016, 0.00039, 0.00039, 
Buffer, 0.21779, 0.00008, 0.00013, 0.76794, 0.00047, 0.00052, 
Core, 0.23206, 0.00009, 0.00070, 1.00000, 0.00056, 0.00123, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.00100, 0.00196, 1.00000, 0.00100, 0.00196, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.36230, 0.00036, 0.00071, 0.36230, 0.00036, 0.00071, 
Dram, 0.18786, 0.00003, 0.00003, 0.55016, 0.00039, 0.00074, 
Buffer, 0.21779, 0.00008, 0.00013, 0.76794, 0.00047, 0.00088, 
Core, 0.23206, 0.00019, 0.00035, 1.00000, 0.00066, 0.00123, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.01564, 0.03126, 1.00000, 0.01564, 0.03126, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.39774, 0.00622, 0.01243, 0.39774, 0.00622, 0.01243, 
Dram, 0.10759, 0.00052, 0.00052, 0.50533, 0.00674, 0.01295, 
Buffer, 0.23992, 0.00012, 0.00018, 0.74525, 0.00686, 0.01313, 
Core, 0.25475, 0.00336, 0.00617, 1.00000, 0.01021, 0.01930, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.12515, 0.12519, 1.00000, 0.12515, 0.12519, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.39774, 0.04978, 0.04979, 0.39774, 0.04978, 0.04979, 
Dram, 0.10759, 0.00052, 0.00052, 0.50533, 0.05029, 0.05031, 
Buffer, 0.23992, 0.00012, 0.00017, 0.74525, 0.05041, 0.05048, 
Core, 0.25475, 0.00702, 0.00664, 1.00000, 0.05743, 0.05713, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.01564, 0.03126, 1.00000, 0.01564, 0.03126, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.39774, 0.00622, 0.01243, 0.39774, 0.00622, 0.01243, 
Dram, 0.10759, 0.00052, 0.00052, 0.50533, 0.00674, 0.01295, 
Buffer, 0.23992, 0.00012, 0.00018, 0.74525, 0.00686, 0.01313, 
Core, 0.25475, 0.00336, 0.00617, 1.00000, 0.01021, 0.01930, 
, llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Time, 1.00000, 0.50016, 1.00001, 1.00000, 0.50016, 1.00001, , llama_7b, , , , , , Geomean, , , , , 
, ant, giant, awq, ant, giant, awq, 
Static, 0.39774, 0.19893, 0.39774, 0.39774, 0.19893, 0.39774, 
Dram, 0.10759, 0.01415, 0.02587, 0.50533, 0.21308, 0.42361, 
Buffer, 0.23992, 0.17337, 0.29520, 0.74525, 0.38646, 0.71881, 
Core, 0.25475, 0.19821, 0.79009, 1.00000, 0.58467, 1.50890, 
